search_item,search_lat,search_lon,URL,url_lat,url_lon,distance_km,within_7km,Name,Address,Website,,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/International+Placewell+Consultants+Pvt.+Ltd.+%28IPC%29/data=!4m7!3m6!1s0x390d1d841aaaaaab:0x4af46a680dc41fc3!8m2!3d28.5692448!4d77.1872381!16s%2Fg%2F1whdgr0x!19sChIJq6qqGoQdDTkRwx_EDWhq9Eo?authuser=0&hl=en&rclk=1,28.5692448,77.1872381,4.86,YES,International Placewell Consultants Pvt. Ltd. (IPC),"601, Bhikaji Cama Bhawan, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",http://www.educationoverseas.com/,9810005111,9810005111,Educational consultant,Open,Opens 9:30 am,4.7,No,28.5692448,77.1872381
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/iQuest+Malviya+Nagar+%7C+Best+Coaching+Center/data=!4m7!3m6!1s0x390ce3e669b4eeab:0xbe5e14f3f39e11e8!8m2!3d28.534698!4d77.2100682!16s%2Fg%2F11nnrqp_xx!19sChIJq-60aebjDDkR6BGe8_MUXr4?authuser=0&hl=en&rclk=1,28.534698,77.2100682,1.35,YES,iQuest Malviya Nagar | Best Coaching Center,"First Floor, D-78, above Raj Electronics, adjacent to IDFC Bank, Shvalik, DDA Flats, Malviya Nagar, New Delhi, Delhi 110017",http://www.iquestedu.in/,9811279786,9811279786,Educational institution,Open,Opens 11 am,4.7,No,28.534698,77.2100682
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/iQuest+Sarita+Vihar+-+Best+Coaching+For+commerce+11th+and+12th+class+in+Satita+vihar/data=!4m7!3m6!1s0x390ce3df7088d7d1:0xa052973243c619b1!8m2!3d28.5349032!4d77.2912619!16s%2Fg%2F11clvg6pwd!19sChIJ0deIcN_jDDkRsRnGQzKXUqA?authuser=0&hl=en&rclk=1,28.5349032,77.2912619,6.68,YES,iQuest Sarita Vihar - Best Coaching For commerce 11th and 12th class in Satita vihar,"Shop number 45 , First Floor, H block market, opposite Union Bank and Post Office, Pocket H, Sarita Vihar, New Delhi, Delhi 110076",https://iquestedu.in/,9873987371,9873987371,Coaching Center,Open,Opens 8 am,4.9,No,28.5349032,77.2912619
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Jitin+Chawla%27s+Centre+for+Career+Development/data=!4m7!3m6!1s0x390cfd68154ebceb:0x8aaec4e3acecaa43!8m2!3d28.569636!4d77.217697!16s%2Fg%2F1tmxpd4_!19sChIJ67xOFWj9DDkRQ6rsrOPEroo?authuser=0&hl=en&rclk=1,28.569636,77.217697,3.46,YES,Jitin Chawla's Centre for Career Development,"Ground Floor, K-14, South Extension I, Block K, New Delhi, Delhi 110049",http://www.jitinchawla.com/,9810264027,9810264027,Educational consultant,Open,Opens 10 am,4.7,No,28.569636,77.217697
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Metier+Academy/data=!4m7!3m6!1s0x390d1f0126f50655:0xf8cfda6a112368b0!8m2!3d28.505792!4d77.1745949!16s%2Fg%2F11fkkzccyv!19sChIJVQb1JgEfDTkRsGgjEWraz_g?authuser=0&hl=en&rclk=1,28.505792,77.1745949,6,YES,Metier Academy,"2/1, First and Second Floor, Metro Stations, CDR Chowk, opp. to Chattarpur, near to Aggarwal Sweets, Dr Ambedkar Colony, Chhatarpur, New Delhi, Delhi 110074",https://metieracademy.in/,9773745396,9773745396,Coaching Center,Open,Opens 9 am,4.9,No,28.505792,77.1745949
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Nishant+Academy/data=!4m7!3m6!1s0x390ce336b306e8dd:0x9b52801eee984e63!8m2!3d28.5364009!4d77.2093036!16s%2Fg%2F11hsj1z8gm!19sChIJ3egGszbjDDkRY06Y7h6AUps?authuser=0&hl=en&rclk=1,28.5364009,77.2093036,1.37,YES,Nishant Academy,"2nd floor, 136/5 Begumpur, Malviya Nagar, New Delhi, Delhi 110017",http://www.nishantacademy.com/,9711598003,9711598003,Education center,Open,Opens 11 am,4.6,No,28.5364009,77.2093036
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,"https://www.google.com/maps/place/O3+Online+Spoken+English+Classes-+English+Speaking+Course+Online+in+Delhi,+Online+Spoken+English+classes/data=!4m7!3m6!1s0x390d1f6093e18cf7:0x627646a23199d19e!8m2!3d28.4919897!4d77.1820733!16s%2Fg%2F11j4n8ztjc!19sChIJ94zhk2AfDTkRntGZMaJGdmI?authuser=0&hl=en&rclk=1",28.4919897,77.1820733,6.57,YES,"O3 Online Spoken English Classes- English Speaking Course Online in Delhi, Online Spoken English classes","B 13/31 A, near Nanda Hospital, Chhatarpur Extension, Chhatarpur, New Delhi, Delhi 110074",https://o3spokenclasses.com/,8700574211,8700574211,English language school,Open,Not Found,4.8,No,28.4919897,77.1820733
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Oxford+Software+Institute+South+Extention/data=!4m7!3m6!1s0x390ce25d0ac35f11:0x3125b97033cf142f!8m2!3d28.5706783!4d77.219955!16s%2Fg%2F1th0wr3f!19sChIJEV_DCl3iDDkRLxTPM3C5JTE?authuser=0&hl=en&rclk=1,28.5706783,77.219955,3.55,YES,Oxford Software Institute South Extention,"E- 10 ,Part- 1 ,Ground Floor, Mc Donalds Road, Near Manav Nursing Home, South Extension I, New Delhi, Delhi 110049",https://www.oxfordinstitute.in/computer-courses-in-south-ext-delhi.php,9810735296,9810735296,Education center,Open,Opens 7 am,4.4,No,28.5706783,77.219955
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Pyramid+eServices/data=!4m7!3m6!1s0x390ce3c29df9e8ef:0xd26eb272222f104e!8m2!3d28.5473195!4d77.2503488!16s%2Fg%2F11f66t_9cx!19sChIJ7-j5ncLjDDkRThAvInKybtI?authuser=0&hl=en&rclk=1,28.5473195,77.2503488,2.83,YES,Pyramid eServices,"Flat No. 511, 5th Floor, Devika Tower, Nehru Place, New Delhi, Delhi 110019",https://www.pyramideservices.com/contact/branch/newdelhi/?utm_source=LocationGMB&utm_medium=organic&utm_campaign=localseo,9256392563,9256392563,Visa Agent,Open,Opens 9:30 am,4.4,No,28.5473195,77.2503488
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Santure.ai+%7C+Best+Study+Abroad+Consultant+%7C+Powered+by+EduEnroute+Overseas+Pvt+Ltd/data=!4m7!3m6!1s0x390ce32e722f68bb:0x9a19883e3ac6b73e!8m2!3d28.5498792!4d77.2502857!16s%2Fg%2F11h1knc1zp!19sChIJu2gvci7jDDkRPrfGOj6IGZo?authuser=0&hl=en&rclk=1,28.5498792,77.2502857,2.93,YES,Santure.ai | Best Study Abroad Consultant | Powered by EduEnroute Overseas Pvt Ltd,"2nd floor, 201-202, Deenar Bhawan, near Satyam Cinema, Nehru Place, New Delhi, Delhi 110019",https://santure.ai/,8826004190,8826004190,Educational consultant,Open,Opens 9 am,5,No,28.5498792,77.2502857
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Shivang+Institute/data=!4m7!3m6!1s0x390ce1e01e266469:0x31536c2edebb629f!8m2!3d28.52299!4d77.230844!16s%2Fg%2F11v69tqx1z!19sChIJaWQmHuDhDDkRn2K73i5sUzE?authuser=0&hl=en&rclk=1,28.52299,77.230844,1.92,YES,Shivang Institute,"Third floor, 1/10, DDA Flats, Block BG, Doctor Ambedkar Nagar, Madangir, New Delhi, Delhi 110062",Not Found,8860529413,8860529413,Educational institution,Closed,Not Found,5,No,28.52299,77.230844
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/THE+SUCCESS+GUSTO+%28TSG%29/data=!4m7!3m6!1s0x390ce1a3dcb4acdb:0x7722bdfe77ce6d18!8m2!3d28.5284894!4d77.2111535!16s%2Fg%2F11h1_0v4vf!19sChIJ26y03KPhDDkRGG3Od_69Inc?authuser=0&hl=en&rclk=1,28.5284894,77.2111535,1.64,YES,THE SUCCESS GUSTO (TSG),"MAX HOSPITAL, 190, opposite GATE NO 1, Hauz Rani, Malviya Nagar, New Delhi, Delhi 110017",Not Found,9717020196,9717020196,English language school,Closed,Not Found,5,No,28.5284894,77.2111535
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Universal+Adviser+Immigration+Services/data=!4m7!3m6!1s0x390ce33289f8fc77:0x6ce3e838da296828!8m2!3d28.5487418!4d77.2505069!16s%2Fg%2F11fhh4_l0d!19sChIJd_z4iTLjDDkRKGgp2jjo42w?authuser=0&hl=en&rclk=1,28.5487418,77.2505069,2.9,YES,Universal Adviser Immigration Services,"1006 - 1009, 10th Floor, Ansal Tower, Nehru Place, New Delhi, Delhi 110019",https://www.universaladviser.com/,7303450222,7303450222,Visa Agent,Open,Opens 10 am,4.7,No,28.5487418,77.2505069
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Wider+World+Immigration+%7C+Best+Immigration+Consultants+In+Delhi+%7C+Visa+Agents+%7C+Study+Visa+Consultant/data=!4m7!3m6!1s0x390ce3a36d1028b1:0xc372007dd192dd5b!8m2!3d28.5497144!4d77.2500794!16s%2Fg%2F11j1zvgjcw!19sChIJsSgQbaPjDDkRW92S0X0AcsM?authuser=0&hl=en&rclk=1,28.5497144,77.2500794,2.9,YES,Wider World Immigration | Best Immigration Consultants In Delhi | Visa Agents | Study Visa Consultant,"Office No. 806 8th Floor, CHIRANJIV TOWER, Nehru Place, New Delhi, Delhi 110019",https://www.widerworld.in/,9999624998,9999624998,Visa Agent,Open,Opens 10 am,4.6,No,28.5497144,77.2500794
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/YES+Italy+%7C+Study+Abroad+Consultants/data=!4m7!3m6!1s0xe79d453c353fa91:0xd696c5eb31d8c331!8m2!3d28.548777!4d77.253317!16s%2Fg%2F11vxbvcs1g!19sChIJkfpTw1PUeQ4RMcPYMevFltY?authuser=0&hl=en&rclk=1,28.548777,77.253317,3.15,YES,YES Italy | Study Abroad Consultants,"5th floor, Modi Tower, 512B, Nehru Place, New Delhi, Delhi 110019",https://yesitaly.in/italian-education-consultant-in-delhi/,9353008300,9353008300,Educational consultant,Open,Opens 10 am,4.8,No,28.548777,77.253317
"IELTS Coaching or Tuition Institutes in Civil Lines, Delhi",28.6817004,77.2009598,https://www.google.com/maps/place/ABE+Academy+of+British+English/data=!4m7!3m6!1s0x390cfd77c374b707:0x249c957e40ba4df5!8m2!3d28.6981706!4d77.2056831!16s%2Fg%2F11cn0pypbr!19sChIJB7d0w3f9DDkR9U26QH6VnCQ?authuser=0&hl=en&rclk=1,28.6981706,77.2056831,1.89,YES,ABE Academy of British English,"126, First Floor, Mall Rd, Kingsway Camp, GTB Nagar, Delhi, 110033",https://www.britishenglish.in/,1140364892,1140364892,Coaching Center,Open,Opens 8 am,4.5,No,28.6981706,77.2056831
"IELTS Coaching or Tuition Institutes in Civil Lines, Delhi",28.6817004,77.2009598,"https://www.google.com/maps/place/Jamboree+Education+:-+Hudson+Lane+Center,+Delhi/data=!4m7!3m6!1s0x390cfd0a90000001:0x95aad386a61209!8m2!3d28.6950438!4d77.2043164!16s%2Fg%2F1tdghn39!19sChIJAQAAkAr9DDkRCRKmhtOqlQA?authuser=0&hl=en&rclk=1",28.6950438,77.2043164,1.52,YES,"Jamboree Education :- Hudson Lane Center, Delhi","1st Floor, 2523, Hudson Ln, Kingsway Camp, GTB Nagar, New Delhi, Delhi, 110033",https://www.jamboreeindia.com/,8800638669,8800638669,Educational consultant,Open,Opens 10 am,4.8,No,28.6950438,77.2043164
"IELTS Coaching or Tuition Institutes in Civil Lines, Delhi",28.6817004,77.2009598,"https://www.google.com/maps/place/Oracle+International+Language+Institute+-+Best+German,+IELTS,+English,+Spanish,+French+Institute+in+Delhi/data=!4m7!3m6!1s0x390cfd738a5f6085:0x8a9a1d4b404430d2!8m2!3d28.6987666!4d77.2055162!16s%2Fg%2F11j8h3f42p!19sChIJhWBfinP9DDkR0jBEQEsdmoo?authuser=0&hl=en&rclk=1",28.6987666,77.2055162,1.95,YES,"Oracle International Language Institute - Best German, IELTS, English, Spanish, French Institute in Delhi","1st Floor, GTB nagar metro station, Gate No.1, 103 & 105, Mall Rd, near GTB Nagar, Kingsway Camp, New Delhi, Delhi 110033",https://www.oracleglobaleducation.com/,9999745645,9999745645,Language school,Open,Opens 8 am,4.8,No,28.6987666,77.2055162
"IELTS Coaching or Tuition Institutes in Civil Lines, Delhi",28.6817004,77.2009598,https://www.google.com/maps/place/Y-Axis/data=!4m7!3m6!1s0x390ce3607036239d:0x4ae2a2b7c1882de7!8m2!3d28.6305706!4d77.2247533!16s%2Fg%2F11h04gb_xp!19sChIJnSM2cGDjDDkR5y2Iwbei4ko?authuser=0&hl=en&rclk=1,28.6305706,77.2247533,6.14,YES,Y-Axis,"Narain Manzil, 24, Barakhamba Rd, Fire Brigade Lane, Connaught Place, New Delhi, Delhi 110001",https://www.y-axis.com/coaching/?utm_source=google&utm_medium=gmb&utm_campaign=Connaught_Place_New_Delhi,7670800001,7670800001,Coaching Center,Not Found,Not Found,4.7,No,28.6305706,77.2247533
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/Canadian+Education+Centre/data=!4m7!3m6!1s0x390cfd32312def79:0xecef531a311ad995!8m2!3d28.6293059!4d77.2237649!16s%2Fg%2F1tdb76df!19sChIJee8tMTL9DDkRldkaMRpT7-w?authuser=0&hl=en&rclk=1,28.6293059,77.2237649,1.83,YES,Canadian Education Centre,"#809, 8th Floor, Indraprakash Building, 21 Barakhmba Road, Connaught Place, New Delhi, Delhi 110001",http://canadianeducationcentre.com/,9871367618,9871367618,Consultant,Open,Opens 10:30 am,5,No,28.6293059,77.2237649
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/Global+Creed/data=!4m7!3m6!1s0x390cfd3690d63b29:0x8cc8f007c2fe254b!8m2!3d28.6325973!4d77.2174089!16s%2Fg%2F11vptxz2y4!19sChIJKTvWkDb9DDkRSyX-wgfwyIw?authuser=0&hl=en&rclk=1,28.6325973,77.2174089,1.28,YES,Global Creed,"First Floor, A BlockConnaught Place, A 25/36, Middle Cir, near Rama house, Block A, Connaught Place, New Delhi, Delhi 110001",https://www.globalcreed.in/,9717386088,9717386088,Education center,Open,Opens 8 am,4.9,No,28.6325973,77.2174089
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390cfdc986a3a7bd:0x4a4982d184f40d72!8m2!3d28.6291627!4d77.2249081!16s%2Fg%2F11h2l33jjp!19sChIJvaejhsn9DDkRcg30hNGCSUo?authuser=0&hl=en&rclk=1,28.6291627,77.2249081,1.94,YES,IELTS Coaching,"811, Arunachal building, beside metro gate, no 4, Barakhamba Rd, Connaught Place, Delhi 110001",Not Found,9560110964,9560110964,Coaching Center,Open,Opens 9 am,4.9,No,28.6291627,77.2249081
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,"https://www.google.com/maps/place/IMS+Connaught+Place+-+Leader+in+CAT,+XAT,+CMAT,+SNAP,+NMAT+Entrance+Prep/data=!4m7!3m6!1s0x390cfd3146875fdf:0xb3be7a5d98c3bb36!8m2!3d28.6301044!4d77.2255613!16s%2Fg%2F1v3hyc36!19sChIJ31-HRjH9DDkRNrvDmF16vrM?authuser=0&hl=en&rclk=1",28.6301044,77.2255613,2.01,YES,"IMS Connaught Place - Leader in CAT, XAT, CMAT, SNAP, NMAT Entrance Prep","Upper Ground, Kanchanjunga Building, Barakhamba Rd, Fire Brigade Lane, Connaught Place, New Delhi, Delhi 110001",https://www.imsindia.com/,7045127127,7045127127,Coaching Center,Open,Opens 9 am,4.5,No,28.6301044,77.2255613
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/inlingua+Connaught+Place/data=!4m7!3m6!1s0x390cfd3802660ad1:0xf825499a40598e18!8m2!3d28.634645!4d77.217843!16s%2Fg%2F11cn1276w9!19sChIJ0QpmAjj9DDkRGI5ZQJpJJfg?authuser=0&hl=en&rclk=1,28.634645,77.217843,1.41,YES,inlingua Connaught Place,"Block-H Connaught Place, H-69, Connaught Cir, Block H, Connaught Place, New Delhi, Delhi 110001",http://www.inlinguanewdelhi.com/,9717507570,9717507570,Language school,Closed,Not Found,4,No,28.634645,77.217843
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,"https://www.google.com/maps/place/Oracle+International+Language+Institute+-+Best+Ielts,+English,French,German,Spanish,Arabic,Chinese,+Korean+Classes+in+Delhi/data=!4m7!3m6!1s0x390cfd49ce5d563b:0x76933fe29809ad22!8m2!3d28.6329264!4d77.2222289!16s%2Fg%2F11fyz99r40!19sChIJO1Zdzkn9DDkRIq0JmOI_k3Y?authuser=0&hl=en&rclk=1",28.6329264,77.2222289,1.74,YES,"Oracle International Language Institute - Best Ielts, English,French,German,Spanish,Arabic,Chinese, Korean Classes in Delhi","Gate No. 4, Metro Station, 3rd Floor, Mythri House, M, 5A, Middle Cir, near Rajiv Chowk, Connaught Place, New Delhi, Delhi 110001",http://www.oracleglobaleducation.com/,9953988288,9953988288,Language school,Open,Opens 8 am,4.8,No,28.6329264,77.2222289
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/Pragati+The+N+Power/data=!4m7!3m6!1s0x390cfd49be91ad31:0xe4a114673bd093bb!8m2!3d28.6327467!4d77.2220593!16s%2Fg%2F11b6_dc15j!19sChIJMa2Rvkn9DDkRu5PQO2cUoeQ?authuser=0&hl=en&rclk=1,28.6327467,77.2220593,1.72,YES,Pragati The N Power,"J6MC+3RV, Middle Cir, near Gate Number 2, Inner Circle, Block B, Connaught Place, New Delhi, Delhi 110001",http://www.mypragati.org/,9718095637,9718095637,Language school,Open,Opens 8:30 am,4.3,No,28.6327467,77.2220593
"IELTS Coaching or Tuition Institutes in Connaught Place, Delhi",28.6289016,77.2049872,https://www.google.com/maps/place/StudyIn/data=!4m7!3m6!1s0x390cfd37f5f3e6d5:0x7d6ccf28c54c2!8m2!3d28.6350555!4d77.2185712!16s%2Fg%2F1v93zg4r!19sChIJ1ebz9Tf9DDkRwlSM8szWBwA?authuser=0&hl=en&rclk=1,28.6350555,77.2185712,1.49,YES,StudyIn,"Suite 9-13, 1st, H Block, Middle Cir, Block H, Connaught Place, New Delhi, Delhi 110001",https://gostudyin.com/?utm_source=gmb&utm_medium=organic&utm_campaign=DMC-General_Consultation-Delhi-GMB-Website,8069191250,8069191250,Educational consultant,Open,Opens 9:30 am,4.7,No,28.6350555,77.2185712
"IELTS Coaching or Tuition Institutes in Defence Colony, Delhi",28.5722578,77.2216718,https://www.google.com/maps/place/IELTS%2FPTE+CLASSES+BY+Megha+kapoor/data=!4m7!3m6!1s0x390ce549e8795c8f:0x4955bbc1cf73f276!8m2!3d28.5873935!4d77.2291652!16s%2Fg%2F11g1dxp96n!19sChIJj1x56EnlDDkRdvJzz8G7VUk?authuser=0&hl=en&rclk=1,28.5873935,77.2291652,1.84,YES,IELTS/PTE CLASSES BY Megha kapoor,Not Found,Not Found,Phone Number Not Found,Phone Number Not Found,English language school,Open,Opens 10 am,4.9,No,28.5873935,77.2291652
"IELTS Coaching or Tuition Institutes in Defence Colony, Delhi",28.5722578,77.2216718,https://www.google.com/maps/place/Canam+Consultants/data=!4m7!3m6!1s0x390cfd32312def79:0x1fcb0fd3e8e5141d!8m2!3d28.5752873!4d77.2296522!16s%2Fg%2F1vhlwkfl!19sChIJee8tMTL9DDkRHRTl6NMPyx8?authuser=0&hl=en&rclk=1,28.5752873,77.2296522,0.85,YES,Name Not Found,Not Found,Not Found,Phone Number Not Found,Phone Number Not Found,Educational consultant,Open,Opens 10 am,4.6,No,28.5752873,77.2296522
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/American+British+Language+Excellence+%7C+Best+IELTS+%7C+OET+%7C+PTE+%7C+TOEFL+%7C+SPOKEN+ENGLISH+Classes+in+Uttam+Nagar/data=!4m7!3m6!1s0x390d0562fe651523:0xa15004deea26ccf2!8m2!3d28.624073!4d77.0629337!16s%2Fg%2F11wng551cr!19sChIJIxVl_mIFDTkR8swm6t4EUKE?authuser=0&hl=en&rclk=1,28.624073,77.0629337,3.49,YES,American British Language Excellence | Best IELTS | OET | PTE | TOEFL | SPOKEN ENGLISH Classes in Uttam Nagar,"First floor, METRO PILLAR, W/246, B/2, Najafgarh Rd, above cobb show room, Uttam Nagar East, New Delhi, Delhi 110059",http://americanbritishlanguageexcellence.com/,8920484836,8920484836,English language school,Open,Opens 7 am,5,No,28.624073,77.0629337
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/BCL+-British+College+of+Language%C2%AE/data=!4m7!3m6!1s0x390d055d1aa73a5b:0xf7a93e507821df14!8m2!3d28.6264078!4d77.0685671!16s%2Fg%2F11gjhf954h!19sChIJWzqnGl0FDTkRFN8heFA-qfc?authuser=0&hl=en&rclk=1,28.6264078,77.0685671,3.47,YES,BCL -British College of Language®,"2nd floor Delhi House, A-11, Najafgarh Rd, opp. Metro Pillar No. 631, A-Block, Vikaspuri, New Delhi, Delhi, 110018",https://www.britishcollegeoflanguage.com/,9911537041,9911537041,Language school,Open,Opens 7 am,4.6,No,28.6264078,77.0685671
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/Best+IELTS+Coaching+in+Delhi+%7C+Speak+N+Skills+%7C+Spoken+English+Classes+in+Janakpuri+%7C+PTE+coaching+%7C+OET+for+nurses/data=!4m7!3m6!1s0x390d05b6386dc151:0x4de86a7c998194ad!8m2!3d28.6291024!4d77.0861334!16s%2Fg%2F11xdwn3crk!19sChIJUcFtOLYFDTkRrZSBmXxq6E0?authuser=0&hl=en&rclk=1,28.6291024,77.0861334,3.54,YES,Best IELTS Coaching in Delhi | Speak N Skills | Spoken English Classes in Janakpuri | PTE coaching | OET for nurses,"MINI MARKET, Block B, East, Janakpuri, New Delhi, Delhi, 110058",http://www.speaknskills.com/,8295768551,8295768551,English language school,Open,Opens 1 pm,5,No,28.6291024,77.0861334
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/British+St.+Columbia+Academy+Best+IELTS+%2F+Spoken+English+%2F+French+%2F+German+%2F+Spanish+and+computer+classes+in+Delhi/data=!4m7!3m6!1s0x390d035d0aaec5e7:0x976441d3732d55b2!8m2!3d28.6331296!4d77.0977798!16s%2Fg%2F11c1xdxz77!19sChIJ58WuCl0DDTkRslUtc9NBZJc?authuser=0&hl=en&rclk=1,28.6331296,77.0977798,4.26,YES,British St. Columbia Academy Best IELTS / Spoken English / French / German / Spanish and computer classes in Delhi,"First Floor, E-31 A, Jail Rd, opposite to standard Burfee, Pocket 8, Block E, Gurunanak Pura, Tilak Nagar, New Delhi, Delhi, 110058",http://www.bsca.in/,8470042229,8470042229,Training center,Open,Opens 9:30 am,4.9,No,28.6331296,77.0977798
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/career+path+abroad/data=!4m7!3m6!1s0x390d038faf8eb865:0x28ca2edba7cc090e!8m2!3d28.6353708!4d77.0971815!16s%2Fg%2F11f4_6ll4v!19sChIJZbiOr48DDTkRDgnMp9suyig?authuser=0&hl=en&rclk=1,28.6353708,77.0971815,4.47,YES,career path abroad,"26/1 Ground floor , Double story, Ashok Nagar, Jail Rd, Tilak Nagar, New Delhi, Delhi 110018",https://youtube.com/@PathAbroad,9717945780,9717945780,Educational consultant,Open,Opens 11 am,4.9,No,28.6353708,77.0971815
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,"https://www.google.com/maps/place/Daksh+Study+Circle-+Offering+Top-tier+Coaching+for+Sainik+%26+Military+Schools,+RIMC,+and+Academic+Classes+in+Delhi+Cantt/data=!4m7!3m6!1s0x390d1cbee151d107:0x80c040699612d134!8m2!3d28.5950711!4d77.122567!16s%2Fg%2F12hlm5v55!19sChIJB9FR4b4cDTkRNNESlmlAwIA?authuser=0&hl=en&rclk=1",28.5950711,77.122567,3.98,YES,"Daksh Study Circle- Offering Top-tier Coaching for Sainik & Military Schools, RIMC, and Academic Classes in Delhi Cantt","Hall-1, 2nd floor Kalpatru Complex, near sadar bus stand, Sadar Bazaar, Delhi Cantonment, New Delhi, Delhi 110010",https://www.dakshstudycircle.in/,9818824279,9818824279,Coaching Center,Open,Opens 9 am,4.8,No,28.5950711,77.122567
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/EESA+Academy+-+Best+Spoken+English+%7C+IELTS+%7C+PTE+%7C+OET+%7C+SELT+%7C+DUOLINGO+%7C+LanguageCert+ESOL+classes+in+Mahavir+Enclave./data=!4m7!3m6!1s0x390d1b132f638e71:0x417ebedc75a7d568!8m2!3d28.6039947!4d77.0825757!16s%2Fg%2F11jsr1cxvp!19sChIJcY5jLxMbDTkRaNWnddy-fkE?authuser=0&hl=en&rclk=1,28.6039947,77.0825757,0.73,YES,EESA Academy - Best Spoken English | IELTS | PTE | OET | SELT | DUOLINGO | LanguageCert ESOL classes in Mahavir Enclave.,"Metro Station Gate, RZ-A-1/14B,first floor,Vijay Enclave, Dabri-Palam road, Gali No 1, near Dashrath Puri, New Delhi, Delhi 110045",http://www.expert-educational.com/,9810126691,9810126691,English language school,Open,Opens 7 am,4.9,No,28.6039947,77.0825757
"IELTS Coaching or Tuition Institutes in Delhi Cantoment, Delhi",28.5974743,77.0818545,https://www.google.com/maps/place/GEETA+KHURANA+CAMPUS+%7C+BEST+IELTS+COACHING+CENTER+IN+JANAKPURI+%7CTILAK+NAGAR+%7CRAJOURI+GARDEN%7C+DELHI%7C+IELTS+INSTITUTE/data=!4m7!3m6!1s0x390d0498b8726423:0x267e04ffdca1d545!8m2!3d28.6360925!4d77.0956248!16s%2Fg%2F11f0l3zqxx!19sChIJI2RyuJgEDTkRRdWh3P8EfiY?authuser=0&hl=en&rclk=1,28.6360925,77.0956248,4.5,YES,GEETA KHURANA CAMPUS | BEST IELTS COACHING CENTER IN JANAKPURI |TILAK NAGAR |RAJOURI GARDEN| DELHI| IELTS INSTITUTE,"1st Floor, gate no.4, metro station, 15/4, opposite tilak nagar, Prem Nagar, Janakpuri, New Delhi, Delhi, 110058",https://geetakhuranacampus.co.in/,9810840047,9810840047,Educational institution,Open,Opens 9 am,4.8,No,28.6360925,77.0956248
